,token,commit,positive
1138,#404,1,1.0
1139,#4041,1,0.0
1140,#4045,1,1.0
1141,#405,2,1.0
1142,#4050,1,0.0
1143,#406,3,0.666666666667
1144,#406),1,0.0
1145,#4064,1,0.0
1146,#4070,1,1.0
1147,#40749,1,1.0
1148,"#4079,",1,0.0
1149,#4086,1,0.0
1150,#409,1,1.0
1151,#4092,1,0.0
1152,#40948,1,0.0
1153,#41,2,0.5
1154,#410,2,1.0
1155,#4100,1,0.0
1156,#41020,1,1.0
1157,#4112,1,1.0
1158,#41192,1,0.0
1159,#41304,1,1.0
1160,#41335,1,1.0
1161,#4134,1,1.0
1162,#413732,1,0.0
1163,#4145,1,0.0
1164,#415,2,1.0
1165,#41576,1,0.0
1166,#416,1,0.0
1167,#4162,1,1.0
1168,#41810,1,0.0
1169,#4189,1,1.0
1170,#419,1,1.0
1171,"#4194,",1,1.0
1172,#42,1,1.0
1173,#420,3,0.666666666667
1174,#421,3,0.333333333333
1175,#4213,1,1.0
1176,#4225,1,1.0
1177,#42270,1,0.0
1178,#423,2,0.5
1179,#4235,1,1.0
1180,#4242,1,1.0
1181,#425,2,1.0
1182,#4259,1,1.0
1183,#426,3,0.666666666667
1184,#426),1,1.0
1185,#4262,1,0.0
1186,#4266,1,1.0
1187,#427,2,1.0
1188,#42751,1,0.0
1189,#42764,1,0.0
1190,#428,1,0.0
1191,#429,1,1.0
1192,#42914,1,0.0
1193,#4296,1,0.0
1194,#42968,1,1.0
1195,#429],1,0.0
1196,#43,2,0.333333333333
1197,#430,2,0.0
1198,"#4307,",1,1.0
1199,#431,1,0.0
1200,#43234,1,1.0
1201,#4325,1,1.0
1202,#43411,1,0.0
1203,#436,1,0.0
1204,#43716,1,0.0
1205,#4377,1,0.0
1206,#438,1,0.0
1207,#4384,1,1.0
1208,#4389,1,0.0
1209,#439,4,0.75
1210,#4395,1,0.0
1211,#44,1,1.0
1212,#440,1,0.0
1213,#4412,1,1.0
1214,#4415,1,0.0
1215,#4416,1,1.0
1216,#442,1,1.0
1217,#44217,1,1.0
1218,#44252,1,1.0
1219,#44293,1,1.0
1220,#443,1,1.0
1221,#4435,1,1.0
1222,#4440,1,0.0
1223,#44408,1,0.0
1224,#4446,1,1.0
1225,#445,1,1.0
1226,#447,1,0.0
1227,#44833,1,1.0
1228,#44845,1,0.0
1229,#449,1,0.0
1230,#4499,1,1.0
1231,#45,2,0.5
1232,#450,3,0.333333333333
1233,#451,1,1.0
1234,#45190,1,1.0
1235,#45299,1,1.0
1236,#453,1,0.0
1237,#4533,1,0.0
1238,#4535,2,1.0
1239,#454,1,0.0
1240,#45460,1,0.0
1241,#455,2,0.5
1242,#4555,1,0.0
1243,#4558,2,0.333333333333
1244,#4559,1,1.0
1245,#457,1,0.0
1246,#4575,1,0.0
1247,#4589,1,0.0
1248,#46,1,1.0
1249,#461,1,0.0
1250,#4613,1,0.0
1251,#463],1,1.0
1252,#46458,1,1.0
1253,#4652,1,1.0
1254,#467,2,0.5
1255,#4675,1,0.0
1256,#4677,1,1.0
1257,#468,2,1.0
1258,#469,3,0.333333333333
1259,#4697),1,0.0
1260,#47,4,0.8
1261,#470,2,0.5
1262,#4702,1,0.0
1263,#4726,1,1.0
1264,"#4727,",1,0.0
1265,#4738,1,1.0
1266,#474,1,1.0
1267,#4742,1,1.0
1268,#4758,1,0.0
1269,#476,2,1.0
1270,#4788,1,1.0
1271,#4789,1,0.0
1272,#479,1,0.0
1273,#48,3,1.0
1274,#4808,1,1.0
1275,#4810,1,1.0
1276,#482,1,0.0
1277,#483,2,1.0
1278,#4830,1,1.0
1279,#484,1,1.0
1280,#4857,1,1.0
1281,#486,1,1.0
1282,#488,1,1.0
1283,#4887,1,1.0
1284,#48953,1,1.0
1285,#48956,1,0.0
1286,#49,2,1.0
1287,#49051,1,1.0
1288,#491,1,1.0
1289,#4913,1,1.0
1290,#4916,1,0.0
1291,#49213,1,0.0
1292,#493,1,1.0
1293,#49678,1,1.0
1294,#497,2,1.0
1295,#4976,1,1.0
1296,#49807,1,0.0
1297,#4981,1,1.0
1298,#5,2,0.25
1299,#50,2,0.5
1300,#5000,1,0.0
1301,#5002,1,1.0
1302,#50023,1,0.0
1303,#501,1,1.0
1304,#5013,1,0.0
1305,#5038,2,1.0
1306,#504,4,0.25
1307,#504678,1,0.0
1308,#5048,1,1.0
1309,#5061),1,0.0
1310,#51,1,1.0
1311,#510,2,0.5
1312,#5105,1,0.0
1313,#5106,1,0.0
1314,#511,1,1.0
1315,#5115,1,1.0
1316,#512,1,0.0
1317,#5125),1,0.0
1318,#513,1,0.0
1319,#5131,1,1.0
1320,#5134,1,0.0
1321,#514,2,0.5
1322,#5141,1,0.0
1323,#5142,1,1.0
1324,#5161,1,0.0
1325,#517814,1,1.0
1326,#519,1,1.0
1327,#5195,1,1.0
1328,#52,4,0.5
1329,#520,1,1.0
1330,#5201,1,1.0
1331,#5213,1,0.0
1332,#52186,1,1.0
1333,#523,1,0.0
1334,#524,1,1.0
1335,#5244,2,0.0
1336,#5252,1,1.0
1337,#52683,1,1.0
1338,#529,1,1.0
1339,#53,1,1.0
1340,#530,1,1.0
1341,#531,1,0.0
1342,#5331,1,1.0
1343,#53589,1,1.0
1344,#537,1,0.0
1345,#5374,2,0.0
1346,#5377,1,0.0
1347,#5378,1,0.0
1348,#54,3,0.666666666667
1349,#540,2,0.5
1350,#5419,1,1.0
1351,#542,3,0.666666666667
1352,#5428,1,1.0
1353,#54513,1,1.0
1354,#5456,1,1.0
1355,#5459,1,0.0
1356,#5464,1,1.0
1357,#5476,1,0.0
1358,#549,2,1.0
1359,#5497,1,0.0
1360,#5498,2,0.5
1361,#55,1,0.0
1362,#55017,1,0.0
1363,#55132,1,0.0
1364,#5514,1,1.0
1365,#552,1,1.0
1366,#55263,1,0.0
1367,#55396,1,1.0
1368,#5546,1,1.0
1369,#555,1,1.0
1370,#557,2,0.5
1371,#557542,1,0.0
1372,#55812,1,1.0
1373,#5599,1,0.0
1374,#56,2,1.0
1375,#5605),1,0.0
1376,#5609,1,0.0
1377,#561,1,1.0
1378,#564,1,0.0
1379,"#5655,",1,1.0
1380,#567,2,0.0
1381,"#5674,",1,1.0
1382,#568,2,0.5
1383,#5683,1,0.0
1384,#569,1,1.0
1385,#56960,1,1.0
1386,#57,2,0.5
1387,#5709,1,1.0
1388,#5718),1,1.0
1389,#572,1,1.0
1390,#572618,1,1.0
1391,#572932,1,0.0
1392,#573,1,0.0
1393,#57492,1,1.0
1394,#575,1,0.0
1395,#5752,1,0.0
1396,#577,1,0.0
1397,#578520,1,1.0
1398,#5791,2,0.5
1399,#5792,1,0.0
1400,#58,4,0.75
1401,#580,1,0.0
1402,#5801,1,1.0
1403,#581,1,1.0
1404,#58118,1,0.0
1405,#5815,1,0.0
1406,#58177,1,1.0
1407,#5841,1,1.0
1408,#58536,1,0.0
1409,#586,2,0.5
1410,#58784,1,0.0
1411,#588,2,1.0
1412,#589),1,1.0
1413,#5895,1,0.0
1414,#59,1,1.0
1415,#590,1,0.0
1416,#5905,1,1.0
1417,#5907,1,1.0
1418,#592,1,1.0
1419,#59289,1,0.0
1420,#5932,1,0.0
1421,#59510,1,0.0
1422,#5953),1,0.0
1423,#5961,1,0.0
1424,"#597,",1,0.0
1425,#599,1,1.0
1426,#59941,1,1.0
1427,#6,4,0.5
1428,#60,1,1.0
1429,#60),1,1.0
1430,#60020,1,0.0
1431,#6032,1,0.0
1432,#6036,1,0.666666666667
1433,#605,1,1.0
1434,#606,2,1.0
1435,#6082,1,1.0
1436,#609,2,0.5
1437,#6094,1,1.0
1438,#6099,1,1.0
1439,#61,2,1.0
1440,#6104,1,1.0
1441,#6151,1,1.0
1442,#616,2,1.0
1443,#6161,1,0.0
1444,#6168,1,1.0
1445,#617,1,1.0
1446,#61777,1,1.0
1447,#618,1,0.0
1448,#6183,1,1.0
1449,#620,1,0.0
1450,#6202,1,1.0
1451,#6209,1,1.0
1452,#622,1,1.0
1453,#6222,1,0.0
1454,#623,1,0.0
1455,#62306,1,1.0
1456,#62509,1,0.0
1457,#62541,1,0.0
1458,#626,1,0.0
1459,#6261,1,0.0
1460,#626286,1,0.0
1461,#6269,1,1.0
1462,#62696,1,0.0
1463,#62726,1,0.0
1464,#62736,1,0.0
1465,#6275,1,1.0
1466,#6287,1,1.0
1467,#63,2,0.5
1468,#6309,1,1.0
1469,#631231,1,1.0
1470,#6315,1,0.0
1471,#6316,1,1.0
1472,#6345,1,1.0
1473,#6356,1,1.0
1474,#6372,1,1.0
1475,#638,1,0.0
1476,#64,1,1.0
1477,#640,2,1.0
1478,#6404,1,1.0
1479,#641,1,0.0
1480,#64122,2,0.5
1481,#6413,1,1.0
1482,#642,1,0.0
1483,#646,1,1.0
1484,#646],1,1.0
1485,#648,1,1.0
1486,#6481,1,1.0
1487,#6489,1,1.0
1488,#65,3,0.1
1489,#65),1,1.0
1490,#6505,1,1.0
1491,#651,1,1.0
1492,#6515,1,0.0
1493,#653,1,1.0
1494,#65350,1,1.0
1495,#655,1,0.0
1496,#655676,1,1.0
1497,#656,1,1.0
1498,#6564,1,0.0
1499,#658,1,0.0
1500,#659,1,1.0
1501,#66,3,0.666666666667
1502,#6605,1,1.0
1503,#661,1,1.0
1504,#662,1,0.0
1505,#664,3,1.0
1506,#66571,1,0.0
1507,#66577,1,0.0
1508,#6659,1,1.0
1509,#6671,1,1.0
1510,#6672,1,0.0
1511,#66876,1,1.0
1512,#66884,1,1.0
1513,#669,1,0.0
1514,#67,2,1.0
1515,#670,1,0.0
1516,#671,2,0.5
1517,#6718,1,0.0
1518,#672,1,0.0
1519,#67263,1,1.0
1520,#673,1,0.0
1521,#6732,1,1.0
1522,#674,1,0.0
1523,#6744,1,0.0
1524,#6752,1,1.0
1525,#6761,1,0.0
1526,#677,1,0.0
1527,#6770,1,1.0
1528,#678,1,0.0
1529,#6784,1,0.0
1530,#679,1,0.0
1531,#6799,1,0.0
1532,#68,4,1.0
1533,#680,1,0.0
1534,#6816],1,1.0
1535,#6819,2,0.5
1536,#682,2,0.5
1537,#684,1,1.0
1538,#68754,1,0.0
1539,#69,3,0.25
1540,#69),1,1.0
1541,#691,2,0.5
1542,#6912,1,0.0
1543,#693,1,0.0
1544,#6939,1,1.0
1545,#6939),1,1.0
1546,#694,2,1.0
1547,#696,1,1.0
1548,#6968,1,1.0
1549,#697,1,1.0
1550,#6973,1,0.0
1551,#699,2,0.5
1552,#7,1,1.0
1553,#70,1,0.0
1554,#70028,1,0.0
1555,#7008,1,0.0
1556,#7010,1,1.0
1557,#7021,1,1.0
1558,#704,2,0.0
1559,#705,1,1.0
1560,#7055,1,1.0
1561,#70558,1,0.0
1562,#706,1,1.0
1563,#7121,1,1.0
1564,#7124,1,1.0
1565,#7129,1,1.0
1566,#7130,1,0.0
1567,#7134,1,0.0
1568,#714,1,0.0
1569,#715,1,1.0
1570,#716,1,0.0
1571,#718,1,0.0
1572,#719,1,0.0
1573,#7197,1,0.0
1574,#7198,1,1.0
1575,#72,2,0.5
1576,#721,1,1.0
1577,#7211,1,1.0
1578,#7234,1,1.0
1579,#728,1,0.0
1580,#7294,1,0.0
1581,#73,1,1.0
1582,#7305,1,1.0
1583,#731,1,1.0
1584,#7335,1,0.0
1585,#734,1,0.0
1586,#7348,1,1.0
1587,#735,4,0.75
1588,#7350,1,1.0
1589,#736,1,1.0
1590,#7380,1,1.0
1591,#7384,1,1.0
1592,#740,1,1.0
1593,#7410,1,1.0
1594,#744,2,0.5
1595,#7458,2,0.5
1596,#7470,1,0.0
1597,#747765,1,0.0
1598,#7492,1,1.0
1599,#75,2,1.0
1600,#75131050],1,0.0
1601,#752,1,0.0
1602,#7523,1,0.0
1603,#754,1,0.0
1604,#7541,1,1.0
1605,#755,1,0.0
1606,#756,2,1.0
1607,#757,1,1.0
1608,#76,3,1.0
1609,"#7616,",1,0.0
1610,#762,2,0.5
1611,#763,2,0.5
1612,#7639,1,0.0
1613,#7679,1,0.0
1614,#7695,1,1.0
1615,#77,2,1.0
1616,#7704,1,1.0
1617,#7718,1,0.0
1618,#773,1,1.0
1619,#775,1,0.0
1620,#7761,1,0.0
1621,#7768,1,0.0
1622,#7771,1,1.0
1623,#778,2,0.5
1624,#7786,1,0.0
1625,#7788,1,1.0
1626,#779,1,1.0
1627,#78,4,0.75
1628,#7804,1,1.0
1629,#781,2,1.0
1630,#7816,1,0.0
1631,#783,2,0.5
1632,#7831,1,0.0
1633,#7837,1,0.0
1634,#785,1,1.0
1635,#7886,1,1.0
1636,#789,1,0.0
1637,#79,2,0.5
1638,#790,1,0.0
1639,#794,1,1.0
1640,#7943,1,1.0
1641,#7952,1,0.0
1642,#7962,1,0.0
1643,#797,1,1.0
1644,#7972,1,1.0
1645,#799,1,0.0
1646,#8,2,0.5
1647,#80,3,1.0
1648,#8000,1,0.0
1649,#8016,1,1.0
1650,#8050,1,1.0
1651,#8056,1,1.0
1652,#8068,1,0.0
1653,#8069,1,1.0
1654,#8076,1,0.0
1655,#8096,1,1.0
1656,#81,2,0.5
1657,#8123,1,1.0
1658,"#8133,",1,0.0
1659,#82,3,1.0
1660,#8203,1,1.0
1661,#8204,1,1.0
1662,#821,1,0.0
1663,#822,1,0.0
1664,#823,2,1.0
1665,#824,1,1.0
1666,#826,1,1.0
1667,#827,1,0.0
1668,#8271,1,1.0
1669,#83,3,0.666666666667
1670,#831,1,0.0
1671,#8314,1,1.0
1672,#8339,1,0.0
1673,#836,1,1.0
1674,#84,3,0.666666666667
1675,#842,1,1.0
1676,#844,2,0.5
1677,#8443,1,0.0
1678,#8451,1,1.0
1679,#85,2,1.0
1680,#8504,1,1.0
1681,#8517,1,0.0
1682,#8538,1,1.0
1683,#8557,1,0.0
1684,#856,1,0.0
1685,#857,2,0.5
1686,#8575,1,0.0
1687,#858,1,1.0
1688,#86,1,1.0
1689,#8672,1,1.0
1690,#8680,1,0.0
1691,#8683447],1,1.0
1692,#8695,1,1.0
1693,#87,4,0.75
1694,#8720,1,1.0
1695,#873,3,0.333333333333
1696,#8732,1,0.0
1697,#8742,1,0.0
1698,#875,1,1.0
1699,#8753,1,0.0
1700,#876,1,0.0
1701,#8761,1,1.0
1702,#8775,1,0.0
1703,#8776,1,1.0
1704,#8795,1,1.0
1705,#88,2,1.0
1706,#880,1,1.0
1707,#881,1,1.0
1708,#883,1,0.0
1709,#8844,1,0.0
1710,#885,1,1.0
1711,#8867,1,0.0
1712,#887,1,0.0
1713,#888,1,1.0
1714,#8884,1,1.0
1715,#889,1,1.0
1716,#89,2,1.0
1717,#891,1,0.0
1718,#8913,1,1.0
1719,#8924,1,1.0
1720,#8933,1,1.0
1721,#8950,1,1.0
1722,#897,1,0.0
1723,#8974,1,0.0
1724,#898,1,1.0
1725,#898520,1,0.0
1726,#899,2,1.0
1727,#9,1,1.0
1728,#90,2,0.5
1729,#900,1,0.0
1730,#9010,1,1.0
1731,#903,2,1.0
1732,#904,1,1.0
1733,#908,1,0.0
1734,#9089,1,0.0
1735,#9096,1,1.0
1736,#91,4,0.75
1737,#910,1,1.0
1738,#9119,1,0.0
1739,#915,1,1.0
1740,#9154,1,0.0
1741,#9157,1,1.0
1742,#916,1,0.0
1743,#9195,1,1.0
1744,#92,1,0.0
1745,#923,1,0.0
1746,#924,1,0.0
1747,#925,1,1.0
1748,#9256,2,1.0
1749,#9289,1,0.0
1750,#929,1,1.0
1751,#93,5,0.8
1752,#9318,1,1.0
1753,#9324,1,1.0
1754,#933,1,1.0
1755,#934,1,1.0
1756,#935,2,1.0
1757,#9364,1,0.0
1758,#94,1,1.0
1759,#9435,1,1.0
1760,#945,1,0.0
1761,#946,2,0.5
1762,#9463,1,0.0
1763,#9479,1,1.0
1764,#949,2,1.0
1765,#95,3,1.0
1766,#950,1,0.0
1767,#953,1,1.0
1768,#9571,1,1.0
1769,#9572,1,1.0
1770,#959,1,0.0
1771,#959),1,1.0
1772,#96,3,1.0
1773,#961,1,1.0
1774,#964,2,1.0
1775,#969,1,0.0
1776,#97,5,0.8
1777,#970,1,1.0
1778,#972,1,1.0
1779,#973,1,1.0
1780,#976,3,0.666666666667
1781,#978,1,0.0
1782,#98,4,0.75
1783,#981,1,1.0
1784,#9819,1,1.0
1785,#9821,1,0.0
1786,#984],1,1.0
1787,#985,1,0.0
1788,#9870,1,0.0
1789,#988,1,1.0
1790,#989,1,0.0
1791,#99,5,0.8
1792,#993,1,0.0
1793,#994,1,1.0
1794,#995,2,1.0
1795,"#996,",1,1.0
1796,#997,1,1.0
1797,#999,1,0.0
1798,#<issue,8,0.375
1799,#close,1,1.0
1800,#command,1,1.0
1801,#core,1,1.0
1802,"#d3d6da,",1,1.0
1803,#define,6,0.0555555555556
1804,#define),1,0.0
1805,#dsohandle,1,1.0
1806,"#elif,",1,1.0
1807,#else,2,0.5
1808,#endif,1,0.0
1809,#error,1,1.0
1810,"#f9b4d71a,",1,0.0
1811,#file,2,0.5
1812,#flask,1,1.0
1813,#getdirectimplementors,1,0.0
1814,#getsubtypes,1,0.0
1815,#https,1,1.0
1816,#id,1,0.0
1817,#if,11,0.6
1818,"#if,",1,1.0
1819,#ifdef,10,0.75
1820,#ifdefs,3,0.0
1821,#ifn,1,1.0
1822,#ifndef,4,0.75
1823,#include,5,0.571428571429
1824,#include<>,1,1.0
1825,#includes,3,1.0
1826,#invite,1,0.0
1827,#line,1,0.0
1828,#load,1,0.0
1829,#mw,2,0.5
1830,#port<0,1,0.0
1831,#pragma,1,1.0
1832,#scl,10,0.5
1833,#selector,1,1.0
1834,#selector(),1,0.0
1835,#selector(bar,1,1.0
1836,#sourcelocation,1,0.0
1837,#streams,1,1.0
1838,#subscriptions,1,1.0
1839,#symbols,1,1.0
1840,#time,1,1.0
1841,#type,2,0.5
1842,#undef,3,0.5
1843,#undef),1,1.0
1844,#undeffing,1,1.0
1845,#unique,1,1.0
1846,#update,1,1.0
1847,#}`,1,0.0
1848,$,21,0.722222222222
1849,$$prebid,1,1.0
1850,$(,1,1.0
1851,$(allobjs),1,1.0
1852,$(bld),3,0.6
1853,$(bootstrap,1,1.0
1854,$(bootstrapemacs),1,1.0
1855,$(cmd),1,1.0
1856,$(configuration)|$(platform),1,1.0
1857,$(dirname,1,1.0
1858,$(emacs,1,1.0
1859,$(find,1,0.0
1860,$(git,2,0.5
1861,$(leimdir),1,1.0
1862,$(lwlibdir),1,0.0
1863,$(o),4,0.5
1864,$(o)),6,0.666666666667
1865,$(objext),1,1.0
1866,$(objext)),1,0.0
1867,"$(objext),",1,0.0
1868,$(uninstall,1,0.0
1869,$(vmlimit,1,1.0
1870,$(window),1,1.0
1871,$*scheduler,1,1.0
1872,$*st,1,0.0
1873,$*w,1,0.0
1874,$0,1,0.0
1875,$1,3,0.166666666667
1876,"$417,000)",1,1.0
1877,"$424,100",1,1.0
1878,$^,1,1.0
1879,$add,1,0.0
1880,$attach,1,1.0
1881,$bugfix,1,1.0
1882,$builtin,1,0.0
1883,$captchaset,1,1.0
1884,$class$1,1,1.0
1885,$config,1,0.0
1886,$core,1,1.0
1887,$data),1,1.0
1888,$dbus,1,1.0
1889,$dispatcher,1,1.0
1890,$domname,1,0.0
1891,"$event,",1,1.0
1892,$eventargs),1,1.0
1893,$evm,1,1.0
1894,$expr,1,1.0
1895,$file,1,0.0
1896,$fileaddr,1,1.0
1897,$filesize,1,1.0
1898,$flow,1,1.0
1899,"$flow$moduleref<tmodule>,",1,1.0
1900,$gopath,1,1.0
1901,$hint,1,0.0
1902,$home,1,1.0
1903,$http,1,0.0
1904,$i,2,0.5
1905,$imap,1,0.0
1906,$impala,1,1.0
1907,$in,1,0.0
1908,$inject,4,0.5
1909,$iterator,1,1.0
1910,$kubeconfig,1,1.0
1911,$leimdir,1,1.0
1912,$listener),1,1.0
1913,$lxcpath,1,0.0
1914,$my,1,1.0
1915,$name,1,1.0
1916,$objmap<,1,0.0
1917,$only,1,0.0
1918,$private,1,1.0
1919,$ptr,1,1.0
1920,$range,1,0.0
1921,$readonlyarray<number,1,0.0
1922,$readonlyarray<number>),1,0.0
1923,$readonlyarray<t>,1,0.0
1924,$remote,1,0.0
1925,$role`,1,1.0
1926,$schema,1,1.0
1927,$scope,1,1.0
1928,$sql,1,1.0
1929,$suffix,1,0.0
1930,$suffix\,1,0.0
1931,$t0,2,0.333333333333
1932,$t1,1,0.0
1933,"$tagmask,",1,1.0
1934,$tcid,1,0.0
1935,$termcap,1,0.0
1936,$termcapobj,1,0.0
1937,$this,1,1.0
1938,$validationresult,1,1.0
1939,$valmask),1,1.0
1940,"$valmask,",1,1.0
1941,$wgcrosssiteajaxdomains,1,1.0
1942,$wgmaincachetype,1,0.0
1943,$wgmfforcesecurelogin,1,1.0
1944,$wgmfwikidataendpoint,1,1.0
1945,$wgusesitecss,1,0.0
1946,$wgusesitejs,1,0.0
1947,"$window,",1,1.0
1948,$xdg,1,1.0
1949,${bash,1,1.0
1950,${edit,1,1.0
1951,${filesize},1,0.0
1952,${gdb,1,0.0
1953,${leimdir},1,1.0
1954,${server},1,1.0
1955,"${startflags},",1,0.0
1956,%,8,0.6
1957,%%,1,0.0
1958,%%),1,0.0
1959,%),1,1.0
1960,%*env,1,1.0
1961,"%,dvi,",1,1.0
1962,%0,1,1.0
1963,%1,1,0.0
1964,%2,1,0.0
1965,%3,1,1.0
1966,%anno,1,0.0
1967,%c,1,0.0
1968,%d,1,0.0
1969,%def,1,0.0
1970,"%dest,",1,0.0
1971,"%f,",1,1.0
1972,%i9s%,1,1.0
1973,%l,1,1.0
1974,%ld,1,0.0
1975,%lf,1,1.0
1976,%live,1,0.0
1977,%p,1,1.0
1978,%pre,1,1.0
1979,%qs,1,1.0
1980,"%qs,",1,1.0
1981,%r,1,1.0
1982,%swift,1,1.0
1983,%temp%,1,1.0
1984,%var%|%num%,1,1.0
1985,%x,1,0.0
1986,%y,1,0.0
1987,%z,1,0.0
1988,%}`,1,0.0
1989,&,137,0.544973544974
1990,&&,23,0.540540540541
1991,&=,1,1.0
1992,&client,1,1.0
1993,&http,1,1.0
1994,&nbsp,1,1.0
1995,(,67,0.559633027523
1996,(#10308),1,1.0
1997,(#10333),1,1.0
1998,(#10367),1,1.0
1999,(#104),1,1.0
2000,(#10459),1,1.0
2001,(#10483),1,0.0
2002,(#10512),1,1.0
2003,(#10528),2,0.5
2004,(#1068),1,0.0
2005,(#10680),1,0.0
2006,(#1069),1,1.0
2007,(#10759),1,0.0
2008,(#10793),1,0.0
2009,(#10838),1,1.0
2010,(#10845),1,0.0
2011,(#10865),1,1.0
2012,(#10905),1,1.0
2013,(#10911),1,0.0
2014,(#1093),1,1.0
2015,(#10934),1,1.0
2016,(#1100),1,1.0
2017,(#11015),1,0.0
2018,(#11046),1,1.0
2019,(#11049),1,1.0
2020,(#11090),1,1.0
2021,(#11100),1,1.0
2022,(#11110),1,1.0
2023,(#11113),1,1.0
2024,(#11168),1,1.0
2025,(#11172),1,1.0
2026,(#11175),1,1.0
2027,(#11177),1,1.0
2028,(#11181),1,1.0
2029,(#11182),1,1.0
2030,(#11187),1,1.0
2031,(#11190),1,1.0
2032,(#11191),1,1.0
2033,(#11192),1,1.0
2034,(#11194),1,1.0
2035,(#11195),1,1.0
2036,(#11196),1,1.0
2037,(#11197),1,1.0
2038,(#11198),1,1.0
2039,(#11200),1,1.0
2040,(#11201),1,1.0
2041,(#11202),1,1.0
2042,(#11205),1,1.0
2043,(#11208),1,1.0
2044,(#11209),1,1.0
2045,(#11210),1,1.0
2046,(#11211),1,1.0
2047,(#11212),1,1.0
2048,(#11213),1,1.0
2049,(#11214),1,1.0
2050,(#11215),1,1.0
2051,(#11216),1,1.0
2052,(#11217),1,1.0
2053,(#11218),1,1.0
2054,(#11221),1,1.0
2055,(#11222),1,1.0
2056,(#11223),1,1.0
2057,(#11224),1,1.0
2058,(#11225),2,1.0
2059,(#11226),1,1.0
2060,(#11227),1,1.0
2061,(#11228),1,1.0
2062,(#11229),1,1.0
2063,(#11230),1,1.0
2064,(#11233),1,1.0
2065,(#11234),1,1.0
2066,(#11235),1,1.0
2067,(#11236),1,1.0
2068,(#11239),1,1.0
2069,(#11240),1,1.0
2070,(#11241),1,1.0
2071,(#11242),1,1.0
2072,(#11244),1,1.0
2073,(#11245),1,1.0
2074,(#11247),1,1.0
2075,(#11248),1,1.0
2076,(#11249),1,1.0
2077,(#11250),1,1.0
2078,(#11251),1,1.0
2079,(#11252),1,1.0
2080,(#11253),1,1.0
2081,(#11254),1,1.0
2082,(#11256),1,1.0
2083,(#11257),1,1.0
2084,(#11258),1,1.0
2085,(#11259),1,1.0
2086,(#11263),1,1.0
2087,(#11264),1,1.0
2088,(#11265),1,1.0
2089,(#11266),1,1.0
2090,(#11267),1,1.0
2091,(#11268),1,1.0
2092,(#11269),1,1.0
2093,(#11270),1,1.0
2094,(#11271),1,1.0
2095,(#11272),1,1.0
2096,(#11273),1,1.0
2097,(#11274),1,1.0
2098,(#11275),1,1.0
2099,(#11278),1,1.0
2100,(#11283),1,1.0
2101,(#11292),1,1.0
2102,(#113),1,0.0
2103,(#11313),1,1.0
2104,(#11318),1,1.0
2105,(#11319),1,1.0
2106,(#11320),1,1.0
2107,(#11322),1,1.0
2108,(#11323),1,1.0
2109,(#11326),1,1.0
2110,(#11328),1,1.0
2111,(#11329),1,1.0
2112,(#1133),1,1.0
2113,(#11330),1,1.0
2114,(#11331),1,1.0
2115,(#11332),1,1.0
2116,(#11333),1,1.0
2117,(#11335),1,1.0
2118,(#11336),1,1.0
2119,(#11338),1,1.0
2120,(#11339),1,1.0
2121,(#11341),1,1.0
2122,(#11342),1,1.0
2123,(#11343),1,1.0
2124,(#11344),1,1.0
2125,(#11347),1,1.0
2126,(#11348),1,1.0
2127,(#11349),1,1.0
2128,(#11350),1,1.0
2129,(#11351),1,1.0
2130,(#11352),1,1.0
2131,(#11354),1,1.0
2132,(#11355),1,1.0
2133,(#11356),1,1.0
2134,(#11359),1,1.0
2135,(#11360),1,1.0
2136,(#11361),1,1.0
2137,(#11362),1,1.0
2138,(#11364),1,1.0
2139,(#11365),1,1.0
2140,(#11366),1,1.0
2141,(#11367),1,1.0
2142,(#11369),1,1.0
2143,(#11370),1,1.0
2144,(#11371),1,1.0
2145,(#11372),1,1.0
2146,(#11373),1,1.0
2147,(#11374),1,1.0
2148,(#11375),1,1.0
2149,(#11376),1,1.0
2150,(#11378),1,1.0
2151,(#11379),1,1.0
2152,(#11380),1,1.0
2153,(#11381),1,1.0
2154,(#11384),1,1.0
2155,(#11385),1,1.0
2156,(#11386),1,1.0
2157,(#11387),1,1.0
2158,(#11388),1,1.0
2159,(#11389),1,1.0
2160,(#11393),1,1.0
2161,(#11394),1,1.0
2162,(#11395),1,1.0
2163,(#11396),1,1.0
2164,(#11397),1,1.0
2165,(#11398),1,1.0
2166,(#11399),1,1.0
2167,(#11400),1,1.0
2168,(#11401),1,1.0
2169,(#11402),1,1.0
2170,(#11403),1,1.0
2171,(#11406),1,1.0
2172,(#11407),1,1.0
2173,(#11409),1,1.0
2174,(#11410),1,1.0
2175,(#11411),1,1.0
2176,(#11412),1,1.0
2177,(#11413),1,1.0
2178,(#11414),1,1.0
2179,(#11415),1,1.0
2180,(#11416),1,1.0
2181,(#11417),1,1.0
2182,(#11418),1,1.0
2183,(#11419),1,1.0
2184,(#11424),1,1.0
2185,(#11425),1,1.0
2186,(#11427),1,1.0
2187,(#11428),1,1.0
2188,(#11429),1,1.0
2189,(#1143),1,0.0
2190,(#11431),1,1.0
2191,(#11432),1,1.0
2192,(#11433),1,1.0
2193,(#11434),1,1.0
2194,(#11436),1,1.0
2195,(#11437),1,1.0
2196,(#11440),1,1.0
2197,(#11441),1,1.0
